2025-07-15 16:16:01,022 INFO    MainThread:58230 [wandb_setup.py:_flush():70] Current SDK version is 0.19.11
2025-07-15 16:16:01,023 INFO    MainThread:58230 [wandb_setup.py:_flush():70] Configure stats pid to 58230
2025-07-15 16:16:01,023 INFO    MainThread:58230 [wandb_setup.py:_flush():70] Loading settings from /Users/xrong8/.config/wandb/settings
2025-07-15 16:16:01,023 INFO    MainThread:58230 [wandb_setup.py:_flush():70] Loading settings from /Users/xrong8/Documents/CXRProject/ConeClustering/wandb/settings
2025-07-15 16:16:01,023 INFO    MainThread:58230 [wandb_setup.py:_flush():70] Loading settings from environment variables
2025-07-15 16:16:01,023 INFO    MainThread:58230 [wandb_init.py:setup_run_log_directory():724] Logging user logs to /Users/xrong8/Documents/CXRProject/ConeClustering/wandb/run-20250715_161601-3t4rndup/logs/debug.log
2025-07-15 16:16:01,023 INFO    MainThread:58230 [wandb_init.py:setup_run_log_directory():725] Logging internal logs to /Users/xrong8/Documents/CXRProject/ConeClustering/wandb/run-20250715_161601-3t4rndup/logs/debug-internal.log
2025-07-15 16:16:01,023 INFO    MainThread:58230 [wandb_init.py:init():852] calling init triggers
2025-07-15 16:16:01,024 INFO    MainThread:58230 [wandb_init.py:init():857] wandb.init called with sweep_config: {'alpha': 1.053850056809052}
config: {'_wandb': {}}
2025-07-15 16:16:01,024 INFO    MainThread:58230 [wandb_init.py:init():893] starting backend
2025-07-15 16:16:01,024 INFO    MainThread:58230 [wandb_init.py:init():897] sending inform_init request
2025-07-15 16:16:01,049 INFO    MainThread:58230 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2025-07-15 16:16:01,049 INFO    MainThread:58230 [wandb_init.py:init():907] backend started and connected
2025-07-15 16:16:01,050 INFO    MainThread:58230 [wandb_run.py:_config_callback():1436] config_cb None None {'alpha': 1.053850056809052}
2025-07-15 16:16:01,052 INFO    MainThread:58230 [wandb_init.py:init():1005] updated telemetry
2025-07-15 16:16:01,068 INFO    MainThread:58230 [wandb_init.py:init():1029] communicating run to backend with 90.0 second timeout
2025-07-15 16:16:01,497 INFO    MainThread:58230 [wandb_init.py:init():1104] starting run threads in backend
2025-07-15 16:16:02,390 INFO    MainThread:58230 [wandb_run.py:_console_start():2573] atexit reg
2025-07-15 16:16:02,390 INFO    MainThread:58230 [wandb_run.py:_redirect():2421] redirect: wrap_raw
2025-07-15 16:16:02,390 INFO    MainThread:58230 [wandb_run.py:_redirect():2490] Wrapping output streams.
2025-07-15 16:16:02,391 INFO    MainThread:58230 [wandb_run.py:_redirect():2513] Redirects installed.
2025-07-15 16:16:02,392 INFO    MainThread:58230 [wandb_init.py:init():1150] run started, returning control to user process
2025-07-15 16:16:16,945 INFO    MainThread:58230 [wandb_run.py:_finish():2321] finishing run xrong8-university-of-wisconsin-madison/coneClustering/3t4rndup
2025-07-15 16:16:16,945 INFO    MainThread:58230 [wandb_run.py:_atexit_cleanup():2538] got exitcode: 0
2025-07-15 16:16:16,945 INFO    MainThread:58230 [wandb_run.py:_restore():2520] restore
2025-07-15 16:16:16,945 INFO    MainThread:58230 [wandb_run.py:_restore():2526] restore done
2025-07-15 16:16:20,426 INFO    MainThread:58230 [wandb_run.py:_footer_history_summary_info():4188] rendering history
2025-07-15 16:16:20,426 INFO    MainThread:58230 [wandb_run.py:_footer_history_summary_info():4220] rendering summary
2025-07-15 16:16:20,426 INFO    MainThread:58230 [wandb_run.py:_footer_sync_info():4149] logging synced files
